id,day,month,year,source_database,source_database_encoded,attack_description,industry_type,industry_type_group,industry_type_group_encoded,subcategory,subcategory_group,subcategory_group_encoded,attack_details,ti_safe_score,impact,link_at_the_internet,Africa,Asia,Australia,Europe,North America,South America
153,13,1,2009,RISI,1,Flood Warning System Failure Causes Flooding,Water and wastewater sector and,Infrastructure,7,Water and Wastewater Systems,Critical Infrastructure,7,"The flood warning system at the Deephope gauging station failed.  The Tima Water, a tributary of the Ettrick Water rose above the alarm level and warnings should have gone to several groups in the Ettrick Valley in the Borders.  A malfunction occurred in ",4.0,Homes and businesses were flooded without warning.  A spokesmanf ro SEPA said:  “We would like to apologise to Borders residents for a failure in their flood warning system and would like to reassure them the system has now been checked and the fault corr,ibtimes.co.uk,0,0,0,1,0,0
152,12,1,2009,RISI,1,Computer Glitch Causes 7 Water Mains to Break,Water and wastewater sector and,Infrastructure,7,Water and Wastewater Systems,Critical Infrastructure,7,"A computer glitch caused a false low pressure reading and turned on the pumps at a United Water facility.  A computer malfunction at the Troy pumping station was blamed for the 7 water main breaks in Jersey City Heights, NJ.

Two firefighters responding t",4.0,A boil order was issued.  Water in some places was reported to be brown. Low water pressure resulted in some residents not having water for a period of time.  Water tankers were posted at two locations in the event of a fire.,nj.com,0,0,0,0,1,0
151,11,1,2009,RISI,1,Wrong Signal Shuts Down Cooling Systems,Energy,Energy,4,Energy,Energy,10,"	
Duke Energy offers an energy saving program to its customers called the Power Management program.  Participants have a box installed on their air conditioning unit that cycles the cooling system off for a few minutes during peak usage times.  Approximat",4.0,"	
An incorrect signal was sent to the energy saving air conditioning control boxes.  Instead of cycling, the units were shut down for 3 hours.",ibtimes.co.uk,0,0,0,0,1,0
150,10,1,2009,RISI,1,Hospital HVAC Hack,Chemical and Farmaceutic industry,Chemical Industry,2,Healthcare and Public Health,Healthcare,15,"A security guard for a Texas hospital was arrested for allegedly breaking into the facility’s HVAC and confidential patient information systems.  Jesse William McGraw, also known as “GhostExodus” was charged with downloading malicious code onto a computer",4.0,The hospital experienced problems with the HVAC system.  The attack was a threat to public health and safety.,ibtimes.co.uk,0,0,0,0,1,0
149,9,1,2009,RISI,1,Washington DC Metro Accident,Transport sector and,Transport,11,Transportation Systems,Transport,25,"A computerized system failed to stop an oncoming train that was operating in automatic mode.  The emergency brake was pressed and the train did not stop.  The two metro trains crashed. The train was never supposed to get closer than 1,200 feet.  Federal o",4.0,The train wreck left 9 dead and 80 injured.,ibtimes.co.uk,0,0,0,0,1,0
148,8,1,2009,RISI,1,Computer Failure Causes Jet Crash,Transport sector and,Transport,11,Transportation Systems,Transport,25,"	
The Air France flight 447 crashed into the Atlantic Ocean.  The black boxes were not recovered, but based on physical evidence and information from automatic maintenance messages sent, it is believed that a cascade of system failures starting with the a",4.0,The Air France flight 447 crashed into the Atlantic Ocean.  All 228 pasengers were killed.,ibtimes.co.uk,0,0,0,1,0,0
147,6,1,2009,RISI,1,Wastewater pumped into Jones Falls,Water and wastewater sector and,Infrastructure,7,Water and Wastewater Systems,Critical Infrastructure,7,"An estimated 700,000 gallons of waste water overflowed from a pumping station on Sisson Street into the Jones Falls.  There was no danger to the public because a screen flitered any macropollutants out before entering Jones Falls.  The overflow was the re",4.0,"An estimated 700,000 gallons of waste water overflowed from the pumping station into the Jones Falls.  There was no “visible” pollution of the Jones Falls because the waste water was filtered of any macropollutants.  However, public notice of the overflow",ibtimes.co.uk,0,0,0,0,1,0
146,5,1,2009,RISI,1,Computer Virus Strikes Two Scottish Hospitals,Transportation,Transport,11,Healthcare and Public Health,Healthcare,15,A PC worm infected the networking systems of two hospitals in Scotland.  The infection started in the laboratory computers at the Stobhill and Gartnavel general hospitals and the Beatson West of Scotland Cancer Care Centre. The systems were completely non,4.0,A PC worm infected the networking systems of two hospitals in Scotland.  The systems were completely non-functional.  Appointments for cancer patients had to be postponed. Systems were shut down for 2 days.,ibtimes.co.uk,0,0,0,1,0,0
145,4,1,2009,RISI,1,Texas Power Company Hack,Energy,Energy,4,Energy,Energy,10,"A former employee of a Texas power utility was arrested on May 28, 2009 for crippling the company’s energy forecast system.  The ex-employee, Don Chul Shin was fired from Energy Future Holdings on March 3, 2009 for performance reasons and was escorted off",4.0,"The impact was purely financial.  The company reported that the incident cost over $26,000.",ibtimes.co.uk,0,0,0,0,1,0
144,3,1,2009,RISI,1,Computer glitch caused plane’s altitude to drop,Transport sector and,Transport,11,Transportation Systems,Transport,25,"On Qantas flight 72, the pilot switched off autopilot shortly after taking off.  One of the Airbus A330-303’s air data inertial reference units (ADIRUs) “started providing erroneous data” according to a report issued by the Austrailian Transportation Safe",4.0,Eleven passengers on board were seriously injured when the plane’s altitude dropped twice during the flight.,ibtimes.co.uk,0,0,1,0,0,0
143,2,1,2009,RISI,1,Faulty Software Causes Torrens Lake Drain,Water and wastewater sector and,Infrastructure,7,Water and Wastewater Systems,Critical Infrastructure,7,Faulty software caused the gates of the Torrens Weir to open without warining.  The gates remained open for about two hours draining millions of liters of water from the lake.  An investigation revealed that alarms that would alert remote operators of a m,4.0,"The Torrens Lake was drained.  The water levels dropped by more than two meters.  The muddy lake bottom contained large amounts of debris.  The incident caused a problem for businesses that relied on the lake.  Since the incident, the weir has been opened",ibtimes.co.uk,0,0,1,0,0,0
142,1,1,2009,RISI,1,Texas Road Sign Hack,Transport sector and,Transport,11,Transportation Systems,Transport,25,A hacker gained access to a digital road sign in the Austin area.  He changed the sign to read “Zombies Ahead” during the morning commute.  The sign reverted back to its original message hours later.,4.0,"No damage to the sign.  Tampering with road signs is a misdemeanor in Texas, with penalties ranging from fines to jail time.",ibtimes.co.uk,0,0,0,0,1,0
141,17,1,2008,RISI,1,Car Manufacturer Infected with Computer Virus,Sector and Production,Manufacturing,8,Automotive,Transport,25,"	
The Ministry of Economy, Trade and Industry (METI) reported that a major car manufacturer in western Japan was infected with a computer virus in 2008.  A system controlling the production line operations was infected when additional computers were conne",2.0,"	
A major car manufacturer control system was infected with a virus resulting in a reduction of handling capacity.  Approximately 50 computers were infected when additional computers were connected to a control system network.",ibtimes.co.uk,0,1,0,0,0,0
140,16,1,2008,RISI,1,Failed Sensor on Wind Turbine Caused Shower of Ice Shards,Energy,Energy,4,Energy,Energy,10,"	
A sensor that was supposed to turn off the wind turbine under icy conditions did not operate as expected.  Ice formed on the blades and showered nearby homes with large chunks of ice.",4.0,Ice formed on the turbine blades.  The sensor failed to stop the turbine and shards of ice (some 2 feet long) showered nearby homes.  Operators turned off the turbine.,ibtimes.co.uk,0,0,0,1,0,0
139,15,1,2008,RISI,1,Computer Virus Infects Three London Hospitals,Transportation,Transport,11,Healthcare and Public Health,Healthcare,15,"	
A computer virus infected three hospitals.  The computer systems were shut down for 24 hours.  Manual back up systems were used while the computer systems were restored.  According to Sophos expert, Graham Cluely,  a variant of the Mytob worm infected t",4.0,"	
Three hospitals were infected with the Mytob worm.  Computer systems were shut down for 24 hours.",ibtimes.co.uk,0,0,0,1,0,0
138,14,1,2008,RISI,1,Computer Glitch Causes Airplane Plunge,Transport sector and,Transport,11,Transportation Systems,Transport,25,A Qantas Airbus A330 flight plunged suddenly off the west coast of Australia in October 2008.  The incident left 110 people injured.  The plunge was blamed on on the failure of the flight control computers and one of the A330s air data internal reference ,4.0,Two systemsof the computerized flight control of the Airbus A330 were blamed for the sudden plunge of a Qantas flight. The computers misinterpreted data causing the plane to pitch suddenly.  There were 110 people injured as a result.,ibtimes.co.uk,0,0,1,0,0,0
137,13,1,2008,RISI,1,Chemical Plant Explosion,Transportation,Transport,11,Chemical,Chemical and Farmaceutic industry,4,An explosion and fire occurred at the Bayer Cropscience plant in West Virginia.  The explosion was caused by the runaway reaction that created extremely high heat and pressure in the residue treater which ruptured and flew 50ft in the air.  Two operators ,4.0,"The failure to follow procedures, lack of training and overriding safety control systems resulted in an explosion.  Two operators died and the public was put at risk.  Eight workers reported symptoms of chemical exposure.",ibtimes.co.uk,0,0,0,0,1,0
